Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,CustLat,CustLon,FactLat,FactLon,Distance_mi,BaseDays,LeadTime_days
3290,US-2022-106873-CHO-SCR-58000,24-09-2024,21-03-2028,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,1.0
3291,US-2022-106873-CHO-TRI-54000,24-09-2024,21-03-2028,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,33.7298,-111.4312,32.076176,-81.088371,1756.362740009866,4.512725480019732,5.647550556138161
3292,US-2022-113131-CHO-NUT-13000,24-09-2024,16-03-2028,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,1.0
3293,US-2022-161830-CHO-SCR-58000,24-09-2024,18-03-2028,Second Class,161830,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.269763173028455
3294,US-2022-161830-CHO-TRI-54000,24-09-2024,18-03-2028,Second Class,161830,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,5.984904189041335
3295,US-2022-153381-CHO-SCR-58000,24-09-2024,20-03-2028,Standard Class,153381,United States,Dubuque,Iowa,52001,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,42.0115,-93.2105,32.881893,-111.768036,1192.7872090332069,3.3855744180664136,4.112744308813848
3296,US-2022-113131-CHO-SCR-58000,24-09-2024,16-03-2028,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,1.0
3297,US-2022-105508-CHO-FUD-51000,24-09-2024,21-03-2028,Standard Class,105508,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,9.132845369966697
3298,US-2022-113131-CHO-NUT-13000,24-09-2024,16-03-2028,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,1.0
3299,US-2022-113131-CHO-NUT-13000,24-09-2024,16-03-2028,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,1.0
3300,US-2022-113131-CHO-MIL-31000,24-09-2024,16-03-2028,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,1.5587263731696428
3301,US-2022-106873-CHO-MIL-31000,24-09-2024,21-03-2028,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,33.7298,-111.4312,32.076176,-81.088371,1756.362740009866,4.512725480019732,4.783567781048464
3302,US-2022-147816-CHO-SCR-58000,24-09-2024,18-03-2028,Second Class,147816,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,1.0
3303,US-2022-164308-CHO-SCR-58000,24-09-2024,19-03-2028,First Class,164308,United States,Broken Arrow,Oklahoma,74012,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,35.5653,-96.9289,32.881893,-111.768036,866.2736288103334,2.732547257620667,1.8128283348960952
3304,US-2022-151869-CHO-MIL-31000,25-09-2024,17-03-2028,Same Day,151869,United States,Freeport,New York,11520,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,1.0
3305,US-2022-149083-CHO-MIL-31000,25-09-2024,22-03-2028,Standard Class,149083,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,9.452385224978036
3306,US-2022-106320-CHO-SCR-58000,25-09-2024,22-03-2028,Standard Class,106320,United States,Orem,Utah,84057,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,40.15,-111.8624,32.881893,-111.768036,501.8553064945859,2.0037106129891717,3.854662691382264
3307,US-2022-139738-CHO-SCR-58000,25-09-2024,21-03-2028,Standard Class,139738,United States,Rockford,Illinois,61107,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,6.0020379529693555
3308,US-2022-156510-CHO-FUD-51000,25-09-2024,21-03-2028,Standard Class,156510,United States,Meriden,Connecticut,6450,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,41.5978,-72.7554,32.881893,-111.768036,2206.7529336590974,5.413505867318195,8.409587649974906
3309,US-2022-156510-CHO-SCR-58000,25-09-2024,21-03-2028,Standard Class,156510,United States,Meriden,Connecticut,6450,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,41.5978,-72.7554,32.881893,-111.768036,2206.7529336590974,5.413505867318195,9.529209300871193
3310,US-2022-120845-CHO-MIL-31000,25-09-2024,24-03-2028,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,35.7478,-86.6923,32.076176,-81.088371,408.9832337797905,1.817966467559581,2.726698763249952
3311,US-2022-120845-CHO-SCR-58000,25-09-2024,24-03-2028,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,35.7478,-86.6923,32.881893,-111.768036,1439.652980693974,3.8793059613879484,4.873459641745281
3312,US-2022-159779-CHO-SCR-58000,25-09-2024,21-03-2028,Standard Class,159779,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,43.4525,-71.5639,32.881893,-111.768036,2276.08931197587,5.55217862395174,8.687847066193456
3313,US-2022-156335-CHO-FUD-51000,25-09-2024,20-03-2028,Second Class,156335,United States,Bayonne,New Jersey,7002,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,40.2989,-74.521,32.881893,-111.768036,2110.827233452712,5.221654466905424,6.890492106535115
3314,US-2022-160787-CHO-SCR-58000,25-09-2024,17-03-2028,Same Day,160787,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,1.0
3315,US-2022-120845-CHO-SCR-58000,25-09-2024,24-03-2028,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,35.7478,-86.6923,32.881893,-111.768036,1439.652980693974,3.8793059613879484,5.529788728726733
3316,US-2022-100573-CHO-MIL-31000,25-09-2024,23-03-2028,Standard Class,100573,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.409805458265133
3317,US-2022-149083-OTH-GUM-21000,25-09-2024,22-03-2028,Standard Class,149083,United States,Seattle,Washington,98103,Other,Pacific,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,Secret Factory,47.4009,-121.4905,41.446333,-90.565487,1567.9393995274254,4.135878799054851,6.160694319377685
3318,US-2022-156510-CHO-SCR-58000,25-09-2024,21-03-2028,Standard Class,156510,United States,Meriden,Connecticut,6450,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,41.5978,-72.7554,32.881893,-111.768036,2206.7529336590974,5.413505867318195,7.334415936675441
3319,US-2022-151869-CHO-SCR-58000,25-09-2024,17-03-2028,Same Day,151869,United States,Freeport,New York,11520,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,2.455832474624404
3320,US-2022-120845-CHO-FUD-51000,25-09-2024,24-03-2028,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,35.7478,-86.6923,32.881893,-111.768036,1439.652980693974,3.8793059613879484,7.6749915196957295
3321,US-2022-156335-CHO-MIL-31000,25-09-2024,20-03-2028,Second Class,156335,United States,Bayonne,New Jersey,7002,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,40.2989,-74.521,32.076176,-81.088371,674.9905857011782,2.3499811714023564,2.506886338621482
3322,US-2022-149083-CHO-TRI-54000,25-09-2024,22-03-2028,Standard Class,149083,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,7.848473474451152
3323,US-2022-103933-CHO-SCR-58000,25-09-2024,19-03-2028,First Class,103933,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,1.8775239592372739
3324,US-2022-156335-CHO-MIL-31000,25-09-2024,20-03-2028,Second Class,156335,United States,Bayonne,New Jersey,7002,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,40.2989,-74.521,32.076176,-81.088371,674.9905857011782,2.3499811714023564,2.556361956379301
3325,US-2022-124800-CHO-TRI-54000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,33.7298,-111.4312,32.076176,-81.088371,1756.362740009866,4.512725480019732,7.652190094682604
3326,US-2022-127173-CHO-TRI-54000,26-09-2024,25-03-2028,Standard Class,127173,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,4.20146352037074
3327,US-2022-124800-CHO-NUT-13000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,1.6831351686452627
3328,US-2022-124800-CHO-SCR-58000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,1.2136409199489007
3329,US-2022-120341-CHO-FUD-51000,26-09-2024,21-03-2028,Second Class,120341,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,4.068142214857498
3330,US-2022-161991-CHO-FUD-51000,26-09-2024,20-03-2028,Second Class,161991,United States,Houston,Texas,77070,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,3.0559372805138016
3331,US-2022-122371-CHO-NUT-13000,26-09-2024,23-03-2028,Standard Class,122371,United States,San Diego,California,92037,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.7609671628560917
3332,US-2022-127173-CHO-TRI-54000,26-09-2024,25-03-2028,Standard Class,127173,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,2.584745493821848
3333,US-2022-130883-CHO-FUD-51000,26-09-2024,24-03-2028,Standard Class,130883,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,44.572,-122.0709,32.881893,-111.768036,977.7539138433775,2.955507827686755,5.70513292407468
3334,US-2022-124800-CHO-FUD-51000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,2.1443152180955467
3335,US-2022-130883-CHO-NUT-13000,26-09-2024,24-03-2028,Standard Class,130883,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,44.572,-122.0709,32.881893,-111.768036,977.7539138433775,2.955507827686755,5.552937457646767
3336,US-2022-124800-CHO-MIL-31000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,33.7298,-111.4312,32.076176,-81.088371,1756.362740009866,4.512725480019732,5.6953860212415055
3337,US-2022-122371-CHO-SCR-58000,26-09-2024,23-03-2028,Standard Class,122371,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,1.937290541415272
3338,US-2022-124800-CHO-SCR-58000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,1.565882793566508
3339,US-2022-111458-CHO-NUT-13000,26-09-2024,22-03-2028,Standard Class,111458,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,8.193958489716291
3340,US-2022-130883-CHO-TRI-54000,26-09-2024,24-03-2028,Standard Class,130883,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,44.572,-122.0709,32.076176,-81.088371,2352.2554698499116,5.704510939699823,9.993855067891305
3341,US-2022-127173-CHO-TRI-54000,26-09-2024,25-03-2028,Standard Class,127173,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,4.38619245422654
3342,US-2022-124800-CHO-SCR-58000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,33.7298,-111.4312,32.881893,-111.768036,61.686080460115235,1.1233721609202305,1.490913219930719
3343,US-2022-161991-CHO-TRI-54000,26-09-2024,20-03-2028,Second Class,161991,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,2.3788038391052413
3344,US-2022-120341-CHO-NUT-13000,26-09-2024,21-03-2028,Second Class,120341,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,5.925873579207289
3345,US-2022-100531-CHO-NUT-13000,27-09-2024,21-03-2028,First Class,100531,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,1.4588088569641484
3346,US-2022-103072-CHO-SCR-58000,27-09-2024,22-03-2028,Second Class,103072,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,43.3266,-84.5361,32.881893,-111.768036,1635.8269360528968,4.2716538721057935,5.574428715923651
3347,US-2022-143616-CHO-FUD-51000,27-09-2024,21-03-2028,Second Class,143616,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,3.0206831444726974
3348,US-2022-100531-CHO-TRI-54000,27-09-2024,21-03-2028,First Class,100531,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,40.3495,-88.9861,32.076176,-81.088371,720.340311870563,2.440680623741126,2.7368740323389558
3349,US-2022-125976-CHO-MIL-31000,27-09-2024,24-03-2028,Standard Class,125976,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,37.7693,-78.1699,32.076176,-81.088371,426.32698189990447,1.852653963799809,3.3221259777471364
3350,US-2022-167255-CHO-FUD-51000,27-09-2024,21-03-2028,Second Class,167255,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,1.9103701856111155
3351,US-2022-103072-CHO-NUT-13000,27-09-2024,22-03-2028,Second Class,103072,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,43.3266,-84.5361,32.881893,-111.768036,1635.8269360528968,4.2716538721057935,3.856136774644892
3352,US-2022-167255-CHO-MIL-31000,27-09-2024,21-03-2028,Second Class,167255,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,5.111706116645784
3353,US-2022-167255-CHO-MIL-31000,27-09-2024,21-03-2028,Second Class,167255,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,5.7270857724228375
3354,US-2022-125976-CHO-TRI-54000,27-09-2024,24-03-2028,Standard Class,125976,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,45.0,12,29.4,15.6,Wicked Choccy's,37.7693,-78.1699,32.076176,-81.088371,426.32698189990447,1.852653963799809,2.840706142673887
3355,US-2022-169201-CHO-MIL-31000,28-09-2024,23-03-2028,First Class,169201,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,2.755610324658624
3356,US-2022-169201-CHO-MIL-31000,28-09-2024,23-03-2028,First Class,169201,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,3.0981543228594823
3357,US-2022-129546-OTH-LIC-15000,28-09-2024,27-03-2028,Standard Class,129546,United States,Los Angeles,California,90032,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,60.0,3,30.0,30.0,Secret Factory,36.7783,-119.4179,41.446333,-90.565487,1571.2464205037732,4.142492841007546,6.27660088528664
3358,US-2022-120915-CHO-TRI-54000,28-09-2024,25-03-2028,Second Class,120915,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,1.0
3359,US-2022-106978-CHO-TRI-54000,28-09-2024,26-03-2028,Standard Class,106978,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,39.0598,-105.3111,32.076176,-81.088371,1438.0614881869485,3.876122976373897,6.180718956391805
3360,US-2022-129546-CHO-TRI-54000,28-09-2024,27-03-2028,Standard Class,129546,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,7.292871648010525
3361,US-2022-106978-CHO-SCR-58000,28-09-2024,26-03-2028,Standard Class,106978,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,39.0598,-105.3111,32.881893,-111.768036,558.3543268867687,2.1167086537735376,2.2523970580957102
3362,US-2022-106978-CHO-TRI-54000,28-09-2024,26-03-2028,Standard Class,106978,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,39.0598,-105.3111,32.076176,-81.088371,1438.0614881869485,3.876122976373897,4.464308986872277
3363,US-2022-129546-CHO-MIL-31000,28-09-2024,27-03-2028,Standard Class,129546,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,6.641534629489659
3364,US-2022-120915-CHO-MIL-31000,28-09-2024,25-03-2028,Second Class,120915,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,1.4631948796264584
3365,US-2022-129546-CHO-NUT-13000,28-09-2024,27-03-2028,Standard Class,129546,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.4627330996432306
3366,US-2022-115392-CHO-FUD-51000,01-10-2024,26-03-2028,Second Class,115392,United States,Cambridge,Massachusetts,2138,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,42.2115,-71.5301,32.881893,-111.768036,2271.8392381694885,5.543678476338977,7.106285786360232
3367,US-2022-148873-CHO-SCR-58000,01-10-2024,27-03-2028,Standard Class,148873,United States,Quincy,Illinois,62301,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,5.155729253195638
3368,US-2022-166135-CHO-MIL-31000,01-10-2024,28-03-2028,Standard Class,166135,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,39.0598,-105.3111,32.076176,-81.088371,1438.0614881869485,3.876122976373897,5.9563845495752705
3369,US-2022-148873-CHO-SCR-58000,01-10-2024,27-03-2028,Standard Class,148873,United States,Quincy,Illinois,62301,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,5.896818103116864
